Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE QUINN,"1,700,000","1,065.64","1,595",10 Apr 2023,15 BARTLEY ROAD #03-30,Resale,Strata,99,"17,172",-,Apartment,1,Freehold,2016,HDB,539766,19,53,North East Region,Serangoon
THE GAZANIA,"3,138,000","1,765.3","1,778",11 Apr 2023,7 HOW SUN DRIVE #01-10,New Sale,Strata,164,"19,134",-,Condominium,1,Freehold,2022,Private,538530,19,53,North East Region,Serangoon
RIVERFRONT RESIDENCES,"985,000",613.55,"1,605",11 Apr 2023,45 HOUGANG AVENUE 7 #04-30,Sub Sale,Strata,57,"17,281",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533815,19,53,North East Region,Hougang
FONTAINE PARRY,"1,620,000","1,184.04","1,368",11 Apr 2023,67 POH HUAT ROAD #02-02,Resale,Strata,110,"14,727",-,Condominium,1,999 yrs from 22/08/1883,2010,Private,546776,19,54,North East Region,Hougang
SUITES @ PAYA LEBAR,"970,000",645.84,"1,502",11 Apr 2023,418 UPPER PAYA LEBAR ROAD #01-02,Resale,Strata,60,"16,167",-,Apartment,1,Freehold,2013,Private,534996,19,53,North East Region,Hougang
LA FIESTA,"1,100,000",731.95,"1,503",11 Apr 2023,68 SENGKANG SQUARE #11-42,Resale,Strata,68,"16,176",-,Condominium,1,99 yrs from 03/09/2012,2016,HDB,544704,19,54,North East Region,Sengkang
KINGSFORD WATERBAY,"718,000",484.38,"1,482",11 Apr 2023,74 UPPER SERANGOON VIEW #07-45,Resale,Strata,45,"15,956",-,Apartment,1,99 yrs from 03/03/2014,2018,Private,533881,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"750,000",462.85,"1,620",11 Apr 2023,41 HOUGANG AVENUE 7 #14-14,Sub Sale,Strata,43,"17,442",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533813,19,53,North East Region,Hougang
THE MINTON,"2,380,000","1,657.66","1,436",11 Apr 2023,10B HOUGANG STREET 11 #09-39,Resale,Strata,154,"15,455",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534078,19,53,North East Region,Hougang
RIVER ISLES,"1,435,000","1,173.28","1,223",12 Apr 2023,66 EDGEDALE PLAINS #15-30,Resale,Strata,109,"13,165",-,Condominium,1,99 yrs from 06/02/2012,2015,HDB,828732,19,82,North East Region,Punggol
NAUNG RESIDENCE,"835,288",538.2,"1,552",12 Apr 2023,1 JALAN NAUNG #03-10,Resale,Strata,50,"16,706",-,Apartment,1,999 yrs from 19/02/1883,2015,HDB,537670,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"980,000",678.13,"1,445",12 Apr 2023,72 UPPER SERANGOON VIEW #12-39,Resale,Strata,63,"15,556",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533882,19,53,North East Region,Hougang
THE QUARTZ,"1,418,000","1,044.11","1,358",12 Apr 2023,53 COMPASSVALE BOW #16-06,Resale,Strata,97,"14,619",-,Condominium,1,99 yrs from 18/04/2005,2009,Private,544985,19,54,North East Region,Sengkang
COMPASS HEIGHTS,"1,538,000","1,323.97","1,162",12 Apr 2023,11 SENGKANG SQUARE #09-36,Resale,Strata,123,"12,504",-,Apartment,1,99 yrs from 30/04/2000,2002,HDB,545076,19,54,North East Region,Sengkang
AFFINITY AT SERANGOON,"850,000",473.62,"1,795",12 Apr 2023,20 SERANGOON NORTH AVENUE 1 #14-19,Sub Sale,Strata,44,"19,318",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554337,19,55,North East Region,Serangoon
RIVERSAILS,"1,155,088",882.65,"1,309",12 Apr 2023,14 UPPER SERANGOON CRESCENT #17-39,Resale,Strata,82,"14,086",-,Condominium,1,99 yrs from 07/12/2011,2016,HDB,534029,19,53,North East Region,Hougang
RIVERSAILS,"1,100,000",850.36,"1,294",12 Apr 2023,24 UPPER SERANGOON CRESCENT #04-57,Resale,Strata,79,"13,924",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534024,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"1,650,000","1,065.64","1,548",12 Apr 2023,49 HOUGANG AVENUE 7 #12-47,Sub Sale,Strata,99,"16,667",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533817,19,53,North East Region,Hougang
SUITES @ PAYA LEBAR,"685,000",409.03,"1,675",12 Apr 2023,418 UPPER PAYA LEBAR ROAD #02-08,Resale,Strata,38,"18,026",-,Apartment,1,Freehold,2013,HDB,534996,19,53,North East Region,Hougang
THE LILIUM,"3,334,320","1,969.81","1,693",13 Apr 2023,33 HOW SUN ROAD #05-14,New Sale,Strata,183,"18,220",-,Condominium,1,Freehold,2021,Private,538501,19,53,North East Region,Serangoon
THE PROMENADE@PELIKAT,"690,000",452.09,"1,526",13 Apr 2023,183 JALAN PELIKAT #02-67,Resale,Strata,42,"16,429",-,Apartment,1,Freehold,2015,HDB,537643,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,340,000",699.66,"1,915",13 Apr 2023,93 HOUGANG AVENUE 2 #07-59,Sub Sale,Strata,65,"20,615",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538865,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"720,000",484.38,"1,486",13 Apr 2023,97 HOUGANG AVENUE 2 #01-81,Sub Sale,Strata,45,"16,000",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533753,19,53,North East Region,Hougang
WATERTOWN,"930,000",570.49,"1,630",13 Apr 2023,73 PUNGGOL CENTRAL #06-71,Resale,Strata,53,"17,547",-,Apartment,1,99 yrs from 18/05/2011,2017,Private,828756,19,82,North East Region,Punggol
THE FLORENCE RESIDENCES,"1,250,000",721.19,"1,733",13 Apr 2023,85 HOUGANG AVENUE 2 #07-25,Sub Sale,Strata,67,"18,657",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538861,19,53,North East Region,Hougang
THE LILIUM,"3,278,000","1,915.99","1,711",14 Apr 2023,31 HOW SUN ROAD #05-02,New Sale,Strata,178,"18,416",-,Condominium,1,Freehold,2021,Private,538500,19,53,North East Region,Serangoon
KENSINGTON PARK CONDOMINIUM,"3,380,000","2,271.2","1,488",14 Apr 2023,8 KENSINGTON PARK DRIVE #02-08,Resale,Strata,211,"16,019",-,Condominium,1,999 yrs from 01/04/1878,1987,Private,557323,19,55,North East Region,Serangoon
FLO RESIDENCE,"968,000",764.24,"1,267",14 Apr 2023,7 PUNGGOL FIELD WALK #04-17,Resale,Strata,71,"13,634",-,Condominium,1,99 yrs from 05/12/2011,2016,HDB,828742,19,82,North East Region,Punggol
THE GARDEN RESIDENCES,"785,000",452.09,"1,736",14 Apr 2023,1 SERANGOON NORTH VIEW #12-04,Resale,Strata,42,"18,690",-,Apartment,1,99 yrs from 30/10/2017,2021,HDB,554343,19,55,North East Region,Serangoon
THE SUNSHINE,"2,280,000","2,034.4","1,121",14 Apr 2023,1 SUNSHINE TERRACE #13-04,Resale,Strata,189,"12,063",-,Apartment,1,Freehold,2003,Private,535689,19,53,North East Region,Serangoon
THE VUE,"688,000",419.8,"1,639",14 Apr 2023,355 UPPER PAYA LEBAR ROAD #03-02,Resale,Strata,39,"17,641",-,Apartment,1,Freehold,2013,HDB,534958,19,53,North East Region,Serangoon
RIVERFRONT RESIDENCES,"1,000,000",613.55,"1,630",14 Apr 2023,53 HOUGANG AVENUE 7 #01-68,Sub Sale,Strata,57,"17,544",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533819,19,53,North East Region,Hougang
STARS OF KOVAN,"1,210,000",742.72,"1,629",14 Apr 2023,982 UPPER SERANGOON ROAD #03-13,Resale,Strata,69,"17,536",-,Apartment,1,99 yrs from 25/02/2015,2019,HDB,533855,19,53,North East Region,Hougang
RIO VISTA,"2,688,000","2,572.6","1,045",14 Apr 2023,16 UPPER SERANGOON VIEW #17-11,Resale,Strata,239,"11,247",-,Condominium,1,99 yrs from 02/01/2001,2004,Private,534201,19,53,North East Region,Hougang
KOVAN MELODY,"1,750,000","1,291.68","1,355",14 Apr 2023,29 KOVAN ROAD #03-31,Resale,Strata,120,"14,583",-,Condominium,1,99 yrs from 20/01/2004,2006,Private,545022,19,54,North East Region,Hougang
JEWEL @ BUANGKOK,"1,278,000",775.01,"1,649",14 Apr 2023,85 COMPASSVALE BOW #10-18,Resale,Strata,72,"17,750",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544685,19,54,North East Region,Sengkang
A TREASURE TROVE,"1,135,000",775.01,"1,465",14 Apr 2023,62 PUNGGOL WALK #11-26,Resale,Strata,72,"15,764",-,Condominium,1,99 yrs from 09/03/2011,2015,Private,828781,19,82,North East Region,Punggol
AFFINITY AT SERANGOON,"1,900,000","1,076.4","1,765",16 Apr 2023,30 SERANGOON NORTH AVENUE 1 #10-65,Sub Sale,Strata,100,"19,000",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554342,19,55,North East Region,Serangoon
KENSINGTON SQUARE,"1,210,000",914.94,"1,322",17 Apr 2023,2 JALAN LOKAM #04-05,Resale,Strata,85,"14,235",-,Apartment,1,Freehold,2016,Private,537846,19,53,North East Region,Hougang
WATERTOWN,"1,308,000",807.3,"1,620",17 Apr 2023,71 PUNGGOL CENTRAL #09-52,Resale,Strata,75,"17,440",-,Apartment,1,99 yrs from 18/05/2011,2017,HDB,828755,19,82,North East Region,Punggol
RIVERFRONT RESIDENCES,"988,888",613.55,"1,612",17 Apr 2023,41 HOUGANG AVENUE 7 #11-01,Sub Sale,Strata,57,"17,349",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533813,19,53,North East Region,Hougang
CARDIFF RESIDENCE,"830,000",645.84,"1,285",18 Apr 2023,103 CARDIFF GROVE #03-24,Resale,Strata,60,"13,833",-,Condominium,1,99 yrs from 04/11/2011,2014,Private,558962,19,55,North East Region,Serangoon
RIVERFRONT RESIDENCES,"1,330,000",871.88,"1,525",18 Apr 2023,51 HOUGANG AVENUE 7 #01-49,Sub Sale,Strata,81,"16,420",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533818,19,53,North East Region,Hougang
KENSINGTON SQUARE,"730,000",430.56,"1,695",18 Apr 2023,2 JALAN LOKAM #03-27,Resale,Strata,40,"18,250",-,Apartment,1,Freehold,2016,Private,537846,19,53,North East Region,Hougang
RIVERVALE CREST,"1,100,000","1,205.57",912,18 Apr 2023,5 RIVERVALE CRESCENT #10-07,Resale,Strata,112,"9,821",-,Apartment,1,99 yrs from 06/12/1997,2002,HDB,545084,19,54,North East Region,Sengkang
THE GAZANIA,"3,700,000","1,969.81","1,878",18 Apr 2023,11 HOW SUN DRIVE #05-23,New Sale,Strata,183,"20,219",-,Condominium,1,Freehold,2022,HDB,538536,19,53,North East Region,Serangoon
OASIS GARDEN,"1,860,000","1,237.86","1,503",18 Apr 2023,55 JALAN BUNGA RAMPAI #06-07,Resale,Strata,115,"16,174",-,Condominium,1,Freehold,2009,HDB,538422,19,53,Central Region,Toa Payoh
RIO VISTA,"1,338,000","1,237.86","1,081",18 Apr 2023,28 UPPER SERANGOON VIEW #16-34,Resale,Strata,115,"11,635",-,Condominium,1,99 yrs from 02/01/2001,2004,Private,534207,19,53,North East Region,Hougang
RIVERSOUND RESIDENCE,"1,350,000","1,065.64","1,267",19 Apr 2023,3 SENGKANG EAST AVENUE #15-09,Resale,Strata,99,"13,636",-,Condominium,1,99 yrs from 26/08/2011,2015,Private,544813,19,54,North East Region,Sengkang
KINGSFORD WATERBAY,"930,000",688.9,"1,350",19 Apr 2023,78 UPPER SERANGOON VIEW #09-66,Resale,Strata,64,"14,531",-,Apartment,1,99 yrs from 03/03/2014,2018,Private,533879,19,53,North East Region,Hougang
CARDIFF RESIDENCE,"655,000",419.8,"1,560",19 Apr 2023,103 CARDIFF GROVE #04-25,Resale,Strata,39,"16,795",-,Condominium,1,99 yrs from 04/11/2011,2014,Private,558962,19,55,North East Region,Serangoon
RIVERFRONT RESIDENCES,"800,000",462.85,"1,728",19 Apr 2023,41 HOUGANG AVENUE 7 #15-05,Sub Sale,Strata,43,"18,605",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533813,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"980,000",613.55,"1,597",19 Apr 2023,41 HOUGANG AVENUE 7 #10-01,Sub Sale,Strata,57,"17,193",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533813,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"830,000",484.38,"1,714",19 Apr 2023,95 HOUGANG AVENUE 2 #06-72,Sub Sale,Strata,45,"18,444",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533754,19,53,North East Region,Hougang
THE GAZANIA,"3,188,000","1,840.64","1,732",20 Apr 2023,9 HOW SUN DRIVE #01-15,New Sale,Strata,171,"18,643",-,Condominium,1,Freehold,2022,Private,538533,19,53,North East Region,Serangoon
RIVERSOUND RESIDENCE,"1,125,000",904.18,"1,244",20 Apr 2023,5 SENGKANG EAST AVENUE #07-13,Resale,Strata,84,"13,393",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544740,19,54,North East Region,Sengkang
KINGSFORD WATERBAY,"1,360,000","1,065.64","1,276",20 Apr 2023,72 UPPER SERANGOON VIEW #16-42,Resale,Strata,99,"13,737",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533882,19,53,North East Region,Hougang
CARDIFF RESIDENCE,"663,000",419.8,"1,579",20 Apr 2023,101 CARDIFF GROVE #05-03,Resale,Strata,39,"17,000",-,Condominium,1,99 yrs from 04/11/2011,2014,HDB,558961,19,55,North East Region,Serangoon
LA FIESTA,"1,460,000",893.41,"1,634",20 Apr 2023,52 SENGKANG SQUARE #09-05,Resale,Strata,83,"17,590",-,Condominium,1,99 yrs from 03/09/2012,2016,Private,544831,19,54,North East Region,Sengkang
THE LUXURIE,"1,520,000","1,054.87","1,441",20 Apr 2023,19 COMPASSVALE ROAD #09-16,Resale,Strata,98,"15,510",-,Condominium,1,99 yrs from 15/06/2011,2015,Private,544753,19,54,North East Region,Sengkang
BARTLEY RESIDENCES,"1,820,000","1,065.64","1,708",20 Apr 2023,1 LORONG HOW SUN #09-02,Resale,Strata,99,"18,384",-,Apartment,1,99 yrs from 29/06/2011,2015,Private,536558,19,53,North East Region,Serangoon
THE GAZANIA,"3,158,000","1,743.77","1,811",21 Apr 2023,7 HOW SUN DRIVE #01-11,New Sale,Strata,162,"19,494",-,Condominium,1,Freehold,2022,N.A,538530,19,53,North East Region,Serangoon
PARC CENTROS,"1,950,000","1,313.21","1,485",21 Apr 2023,90 PUNGGOL CENTRAL #13-22,Resale,Strata,122,"15,984",-,Condominium,1,99 yrs from 19/03/2012,2016,Private,828722,19,82,North East Region,Punggol
THE LUXURIE,"1,418,000",968.76,"1,464",21 Apr 2023,15 COMPASSVALE ROAD #04-08,Resale,Strata,90,"15,756",-,Condominium,1,99 yrs from 15/06/2011,2015,HDB,544751,19,54,North East Region,Sengkang
REGENTVILLE,"1,200,000","1,076.4","1,115",21 Apr 2023,10 HOUGANG STREET 92 #10-02,Resale,Strata,100,"12,000",-,Apartment,1,99 yrs from 24/04/1996,1999,Private,538687,19,53,North East Region,Hougang
BARTLEY RESIDENCES,"1,675,000","1,065.64","1,572",21 Apr 2023,7 LORONG HOW SUN #06-36,Resale,Strata,99,"16,919",-,Apartment,1,99 yrs from 29/06/2011,2015,HDB,536564,19,53,North East Region,Serangoon
RIVER ISLES,"1,438,000","1,173.28","1,226",21 Apr 2023,56 EDGEDALE PLAINS #09-10,Resale,Strata,109,"13,193",-,Condominium,1,99 yrs from 06/02/2012,2015,HDB,828822,19,82,North East Region,Punggol
RIVERFRONT RESIDENCES,"1,080,000",731.95,"1,476",21 Apr 2023,45 HOUGANG AVENUE 7 #17-30,Sub Sale,Strata,68,"15,882",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533815,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"1,010,000",850.36,"1,188",21 Apr 2023,72 UPPER SERANGOON VIEW #04-42,Resale,Strata,79,"12,785",-,Apartment,1,99 yrs from 03/03/2014,2018,Private,533882,19,53,North East Region,Hougang
THE QUARTZ,"1,790,000","1,420.85","1,260",21 Apr 2023,67 COMPASSVALE BOW #04-33,Resale,Strata,132,"13,561",-,Condominium,1,99 yrs from 18/04/2005,2009,HDB,544992,19,54,North East Region,Sengkang
STARS OF KOVAN,"1,770,000",958,"1,848",21 Apr 2023,980 UPPER SERANGOON ROAD #09-03,Resale,Strata,89,"19,888",-,Apartment,1,99 yrs from 25/02/2015,2019,Private,533856,19,53,North East Region,Hougang
N.A.,"2,268,000","2,238.91","1,013",21 Apr 2023,39 FLOWER ROAD #04-02,Resale,Strata,208,"10,904",-,Apartment,1,Freehold,1998,HDB,549437,19,54,North East Region,Hougang
RIVERFRONT RESIDENCES,"1,025,000",613.55,"1,671",21 Apr 2023,51 HOUGANG AVENUE 7 #16-61,Sub Sale,Strata,57,"17,982",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533818,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"1,200,000",721.19,"1,664",24 Apr 2023,53 HOUGANG AVENUE 7 #14-64,Sub Sale,Strata,67,"17,910",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533819,19,53,North East Region,Hougang
LA FIESTA,"1,050,000",753.48,"1,394",24 Apr 2023,62 SENGKANG SQUARE #08-27,Resale,Strata,70,"15,000",-,Condominium,1,99 yrs from 03/09/2012,2016,HDB,544701,19,54,North East Region,Sengkang
BOATHOUSE RESIDENCES,"1,380,000","1,119.46","1,233",24 Apr 2023,25 UPPER SERANGOON VIEW #14-10,Resale,Strata,104,"13,269",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534046,19,53,North East Region,Hougang
BARTLEY VUE,"2,509,000","1,356.26","1,850",24 Apr 2023,6 JALAN BUNGA RAMPAI #03-02,New Sale,Strata,126,"19,913",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,HDB,538310,19,53,Central Region,Toa Payoh
RIO VISTA,"1,320,000","1,248.62","1,057",24 Apr 2023,30 UPPER SERANGOON VIEW #12-37,Resale,Strata,116,"11,379",-,Condominium,1,99 yrs from 02/01/2001,2004,HDB,534208,19,53,North East Region,Hougang
CHERRYHILL,"1,498,000","1,044.11","1,435",24 Apr 2023,25 LORONG LEW LIAN #04-02,Resale,Strata,97,"15,443",-,Condominium,1,Freehold,1994,Private,536469,19,53,North East Region,Serangoon
FLO RESIDENCE,"1,010,000",861.12,"1,173",25 Apr 2023,13 PUNGGOL FIELD WALK #13-28,Resale,Strata,80,"12,625",-,Condominium,1,99 yrs from 05/12/2011,2016,Private,828745,19,82,North East Region,Punggol
RIO VISTA,"1,530,000","1,377.79","1,110",25 Apr 2023,16 UPPER SERANGOON VIEW #16-11,Resale,Strata,128,"11,953",-,Condominium,1,99 yrs from 02/01/2001,2004,Private,534201,19,53,North East Region,Hougang
RIVERSAILS,"1,190,000",914.94,"1,301",25 Apr 2023,22 UPPER SERANGOON CRESCENT #14-53,Resale,Strata,85,"14,000",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534025,19,53,North East Region,Hougang
RIO VISTA,"1,500,000","1,377.79","1,089",25 Apr 2023,24 UPPER SERANGOON VIEW #08-28,Resale,Strata,128,"11,719",-,Condominium,1,99 yrs from 02/01/2001,2004,Private,534205,19,53,North East Region,Hougang
EVERGREEN PARK,"1,320,000","1,367.03",966,25 Apr 2023,31 HOUGANG AVENUE 7 #04-03,Resale,Strata,127,"10,394",-,Apartment,1,99 yrs from 01/10/1995,1999,HDB,538800,19,53,North East Region,Hougang
RIVERVALE CREST,"930,000",936.47,993,26 Apr 2023,5 RIVERVALE CRESCENT #15-11,Resale,Strata,87,"10,690",-,Apartment,1,99 yrs from 06/12/1997,2002,HDB,545084,19,54,North East Region,Sengkang
LA FIESTA,"1,600,000","1,097.93","1,457",26 Apr 2023,52 SENGKANG SQUARE #11-07,Resale,Strata,102,"15,686",-,Condominium,1,99 yrs from 03/09/2012,2016,Private,544831,19,54,North East Region,Sengkang
LA FIESTA,"1,078,000",731.95,"1,473",26 Apr 2023,74 SENGKANG SQUARE #10-54,Resale,Strata,68,"15,853",-,Condominium,1,99 yrs from 03/09/2012,2016,HDB,544707,19,54,North East Region,Sengkang
AFFINITY AT SERANGOON,"1,330,000",753.48,"1,765",26 Apr 2023,20 SERANGOON NORTH AVENUE 1 #05-18,Sub Sale,Strata,70,"19,000",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554337,19,55,North East Region,Serangoon
THE FLORENCE RESIDENCES,"1,190,000",645.84,"1,843",26 Apr 2023,93 HOUGANG AVENUE 2 #16-54,Sub Sale,Strata,60,"19,833",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538865,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"752,500",462.85,"1,626",26 Apr 2023,49 HOUGANG AVENUE 7 #13-43,Sub Sale,Strata,43,"17,500",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533817,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"1,068,000",613.55,"1,741",26 Apr 2023,24 SERANGOON NORTH AVENUE 1 #09-41,Sub Sale,Strata,57,"18,737",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554339,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"792,888",452.09,"1,754",27 Apr 2023,1 SERANGOON NORTH VIEW #10-04,Resale,Strata,42,"18,878",-,Apartment,1,99 yrs from 30/10/2017,2021,Private,554343,19,55,North East Region,Serangoon
BOATHOUSE RESIDENCES,"1,480,000","1,108.69","1,335",27 Apr 2023,31 UPPER SERANGOON VIEW #15-20,Resale,Strata,103,"14,369",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534043,19,53,North East Region,Hougang
WEMBLY RESIDENCES,"1,559,000","1,323.97","1,178",27 Apr 2023,28 YIO CHU KANG ROAD #02-06,Resale,Strata,123,"12,675",-,Apartment,1,Freehold,2011,Private,545678,19,54,North East Region,Hougang
THE FLORENCE RESIDENCES,"2,280,000","1,280.92","1,780",27 Apr 2023,89 HOUGANG AVENUE 2 #04-41,Sub Sale,Strata,119,"19,160",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,538863,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"765,000",462.85,"1,653",27 Apr 2023,41 HOUGANG AVENUE 7 #11-05,Sub Sale,Strata,43,"17,791",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533813,19,53,North East Region,Hougang
FOREST WOODS,"926,000",516.67,"1,792",27 Apr 2023,9B LORONG LEW LIAN #08-16,Resale,Strata,48,"19,292",-,Condominium,1,99 yrs from 05/02/2016,2020,Private,536496,19,53,North East Region,Serangoon
RIVERFRONT RESIDENCES,"2,900,000","1,679.18","1,727",27 Apr 2023,55 HOUGANG AVENUE 7 #10-77,Sub Sale,Strata,156,"18,590",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533820,19,53,North East Region,Hougang
RIVERFRONT RESIDENCES,"740,000",462.85,"1,599",27 Apr 2023,47 HOUGANG AVENUE 7 #13-35,Sub Sale,Strata,43,"17,209",-,Apartment,1,99 yrs from 31/05/2018,2023,HDB,533816,19,53,North East Region,Hougang
BOTANIQUE AT BARTLEY,"1,350,000",731.95,"1,844",27 Apr 2023,229 UPPER PAYA LEBAR ROAD #07-19,Resale,Strata,68,"19,853",-,Condominium,1,99 yrs from 14/04/2014,2019,Private,533871,19,53,North East Region,Serangoon
THE WATERLINE,"2,320,000","1,991.34","1,165",28 Apr 2023,167 POH HUAT ROAD WEST #05-21,Resale,Strata,185,"12,541",-,Condominium,1,Freehold,2013,HDB,546695,19,54,North East Region,Hougang
THE MINTON,"1,335,000",979.52,"1,363",28 Apr 2023,8A HOUGANG STREET 11 #11-28,Resale,Strata,91,"14,670",-,Condominium,1,99 yrs from 27/07/2007,2013,HDB,534081,19,53,North East Region,Hougang
KOVAN MELODY,"1,810,000","1,259.39","1,437",28 Apr 2023,27 KOVAN ROAD #13-29,Resale,Strata,117,"15,470",-,Condominium,1,99 yrs from 20/01/2004,2006,Private,545023,19,54,North East Region,Hougang
KOVAN APARTMENTS,"1,770,000","1,485.43","1,192",28 Apr 2023,32 KOVAN ROAD #02-01,Resale,Strata,138,"12,826",-,Apartment,1,Freehold,1994,HDB,548102,19,54,North East Region,Hougang
BARTLEY RESIDENCES,"1,550,000","1,097.93","1,412",28 Apr 2023,7A LORONG HOW SUN #05-48,Resale,Strata,102,"15,196",-,Apartment,1,99 yrs from 29/06/2011,2015,Private,536565,19,53,North East Region,Serangoon
JADE RESIDENCES,"2,168,000","1,291.68","1,678",28 Apr 2023,7 LEW LIAN VALE #05-21,Resale,Strata,120,"18,067",-,Apartment,1,Freehold,2017,Private,537019,19,53,North East Region,Serangoon
COMPASS HEIGHTS,"1,500,000","1,323.97","1,133",28 Apr 2023,11 SENGKANG SQUARE #04-36,Resale,Strata,123,"12,195",-,Apartment,1,99 yrs from 30/04/2000,2002,HDB,545076,19,54,North East Region,Sengkang
COMPASS HEIGHTS,"1,460,000","1,291.68","1,130",28 Apr 2023,9 SENGKANG SQUARE #05-07,Resale,Strata,120,"12,167",-,Apartment,1,99 yrs from 30/04/2000,2002,Private,545075,19,54,North East Region,Sengkang
RIVERFRONT RESIDENCES,"2,530,000","1,485.43","1,703",02 May 2023,57 HOUGANG AVENUE 7 #10-83,New Sale,Strata,138,"18,333",-,Apartment,1,99 yrs from 31/05/2018,2023,Private,533821,19,53,North East Region,Hougang
JEWEL @ BUANGKOK,"1,463,000",936.47,"1,562",02 May 2023,91 COMPASSVALE BOW #03-36,Resale,Strata,87,"16,816",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544688,19,54,North East Region,Sengkang
