MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2000 to Oct 2025


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
,,11,0.1087,0.65
,,14,0.1070,0.63
,,15,0.0944,0.65
,,16,0.1069,0.66
,,17,0.1888,0.78
,,18,0.2384,0.93
,,21,0.1659,0.77
,,22,0.1492,0.74
,,23,0.1443,0.74
,,24,0.2042,0.79
,,25,0.1029,0.79
,,28,0.1065,0.71
,,29,0.0565,0.66
,,30,0.0665,0.67
,Jul,01,0.0609,0.67
,,02,0.1096,0.69
,,05,0.1163,0.66
,,06,0.0957,0.66
,,07,0.0938,0.64
,,08,0.1130,0.68
,,09,0.1433,0.69
,,12,0.0714,0.68
,,13,0.0675,0.65
,,14,0.0877,0.67
,,15,0.0879,0.64
,,16,0.0809,0.63
,,19,0.0918,0.64
,,21,0.1569,0.63
,,22,0.1912,0.69
,,23,0.0974,0.68
,,26,0.0814,0.65
,,27,0.1232,0.64
,,28,0.1232,0.64
,,29,0.1314,0.65
,,30,0.2749,0.67
,Aug,02,0.2260,0.73
,,03,0.1150,0.68
,,04,0.0830,0.69
,,05,0.0861,0.68
,,06,0.2318,0.79
,,10,0.0678,0.69
,,11,0.1028,0.68
,,12,0.1002,0.68
,,13,0.0983,0.68
,,16,0.0877,0.66
,,17,0.1209,0.68
,,18,0.0921,0.66
,,19,0.1033,0.68
,,20,0.1166,0.68
,,23,0.1066,0.67
,,24,0.1166,0.68
,,25,0.1106,0.68
,,26,0.1143,0.68
,,27,0.2281,0.70
,,30,0.2077,0.71
,,31,0.2215,0.74
,Sep,01,0.1921,0.71
,,02,0.1660,0.69
,,03,0.1520,0.73
,,06,0.1091,0.68
,,07,0.1838,0.71
,,08,0.1491,0.72
,,09,0.1052,0.73
,,10,0.0927,0.69
,,13,0.1059,0.69
,,14,0.0691,0.69
,,15,0.1184,0.69
,,16,0.1217,0.67
,,17,0.1375,0.67
,,20,0.1694,0.70
,,21,0.1420,0.71
,,22,0.1811,0.70
,,23,0.1160,0.66
,,24,0.1219,0.69
,,27,0.1136,0.67
,,28,0.0939,0.73
,,29,0.0770,0.64
,,30,0.0665,0.65
,Oct,01,0.0802,0.63
,,04,0.0514,0.66
,,05,0.0731,0.62
,,06,0.0611,0.62
,,07,0.1302,0.62
,,08,0.2065,0.73
,,11,0.2027,0.74
,,12,0.1676,0.71
,,13,0.1782,0.72
,,14,0.2286,0.71
,,15,0.3204,0.77
,,18,0.2243,0.76
,,19,0.3152,0.81
,,20,0.2600,0.84
,,21,0.1892,0.77
,,22,0.2247,0.77
,,25,0.2614,0.78
,,26,0.1743,0.72
,,27,0.0989,0.68
,,28,0.1414,0.68
,,29,0.2229,0.73
,Nov,01,0.1859,0.72
,,02,0.1453,0.72
,,03,0.1097,0.69
,,05,0.0764,0.65
,,08,0.0895,0.64
,,09,0.1139,0.65
,,10,0.1607,0.66
,,11,0.1597,0.67
,,12,0.1920,0.81
,,15,0.1681,0.70
,,16,0.2179,0.73
,,17,0.2460,0.73
,,18,0.1922,0.76
,,19,0.2522,0.80
,,22,0.0987,0.76
,,23,0.1422,0.75
,,24,0.1622,0.77
,,25,0.1391,0.78
,,26,0.1391,0.78
,,29,0.1185,0.77
,,30,0.1128,0.69
,Dec,01,0.1276,0.73
,,02,0.1010,0.72
,,03,0.1943,0.75
,,06,0.3106,0.76
,,07,0.3318,0.78
,,08,0.2237,0.77
,,09,0.1312,0.74
,,10,0.1584,0.77
,,13,0.2878,0.79
,,14,0.3320,0.78
,,15,0.2033,0.76
,,16,0.1865,0.72
,,17,0.2447,0.79
,,20,0.1920,0.78
,,21,0.1391,0.80
,,22,0.1056,0.77
,,23,0.1582,0.77
,,24,0.3037,0.81
,,27,0.2116,0.77
,,28,0.2229,0.75
,,29,0.2785,0.77
,,30,0.2885,0.78
,,31,0.3065,0.79


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
2022,Jan,03,0.1416,0.72
,,04,0.1467,0.73
,,05,0.1767,0.76
,,06,0.1191,0.74
,,07,0.1461,0.73
,,10,0.1034,0.73
,,11,0.1839,0.72
,,12,0.1942,0.73
,,13,0.2201,0.73
,,14,0.2078,0.81
,,17,0.1239,0.76
,,18,0.1417,0.73
,,19,0.1217,0.73
,,20,0.3139,0.77
,,21,0.2520,0.91
,,24,0.1559,0.82
,,25,0.2025,0.75
,,26,0.4588,0.79
,,27,0.3056,0.88
,,28,0.3513,0.92
,,31,0.4113,0.98
,Feb,03,0.3069,0.79
,,04,0.2550,0.80
,,07,0.2679,0.79
,,08,0.2320,0.80
,,09,0.1587,0.79
,,10,0.1079,0.76
,,11,0.1998,0.78
,,14,0.1255,0.78
,,15,0.1753,0.79
,,16,0.3018,0.78
,,17,0.2827,0.87
,,18,0.5133,1.03
,,21,0.2383,0.84
,,22,0.3306,0.83
,,23,0.2791,0.83
,,24,0.3585,0.87
,,25,0.4876,1.38
,,28,0.3278,0.99
,Mar,01,0.1873,0.82
,,02,0.0958,0.80
,,03,0.0746,0.75
,,04,0.0503,0.70
,,07,0.0353,0.67
,,08,0.0671,0.69
,,09,0.0552,0.68
,,10,0.1287,0.71
,,11,0.1339,0.76
,,14,0.1697,0.73
,,15,0.2256,0.80
,,16,0.3080,0.85
,,17,0.2828,0.99
,,18,0.2674,1.00
,,21,0.4299,1.00
,,22,0.5122,1.14
,,23,0.6932,1.23
,,24,0.5659,1.29
,,25,0.6959,1.32
,,28,0.5117,1.27
,,29,0.2905,1.18
,,30,0.4571,1.13
,,31,0.6085,1.30
,Apr,01,0.4185,1.20
,,04,0.4275,1.11
,,05,0.3975,1.08
,,06,0.2100,0.99
,,07,0.2788,0.93
,,08,0.3149,1.01
,,11,0.2087,0.99
,,12,0.2020,0.98
,,13,0.3710,1.02
,,14,0.3222,1.01
,,18,0.1256,0.93
,,19,0.0697,0.95
,,20,0.1775,0.87
,,21,0.1685,0.90
,,22,0.3626,0.91
,,25,0.3009,0.94
,,26,0.4155,1.21
,,27,0.3473,1.22
,,28,0.3586,1.24
,,29,0.6764,1.20
,May,04,0.4734,1.19
,,05,0.8411,1.45
,,06,1.0536,1.67
,,09,0.8536,1.59
,,10,0.7515,1.66
,,11,0.8674,1.57
,,12,0.8913,1.57
,,13,1.3711,2.04
,,17,0.9053,1.55
,,18,1.0299,1.54
,,19,0.8836,1.65
,,20,1.1684,1.82
,,23,1.0128,1.66
,,24,0.9456,1.60
,,25,0.8330,1.52
,,26,0.7681,1.54
,,27,0.8901,1.62
,,30,0.6365,1.51
,,31,0.7187,1.47
,Jun,01,0.3254,1.12
,,02,0.5300,1.23
,,03,0.5567,1.28
,,06,0.4380,1.26
,,07,0.4952,1.28
,,08,0.5242,1.32
,,09,0.5809,1.35
,,10,0.7950,1.39
,,13,0.5746,1.47
,,14,0.4416,1.38
,,15,0.3983,1.37
,,16,0.7937,1.65
,,17,1.2041,1.99
,,20,0.9917,2.19
,,21,1.4164,2.44
,,22,1.5641,2.57
,,23,1.6942,2.80
,,24,1.8636,2.97
,,27,1.8345,3.03
,,28,1.8628,3.13
,,29,1.5571,3.20
,,30,1.6562,3.06
,Jul,01,1.5362,2.94
,,04,1.7837,2.73
,,05,1.8123,2.83
,,06,1.6429,2.89
,,07,1.7389,3.00
,,08,1.9193,2.84
,,12,1.8141,2.83
,,13,1.9374,2.89
,,14,1.8585,2.87
,,15,1.9391,2.86
,,18,1.8921,2.83
,,19,1.8618,2.83
,,20,1.7924,2.73
,,21,1.7682,2.68
,,22,1.7276,2.53
,,25,1.7221,2.49
,,26,1.6908,2.43
,,27,1.5258,2.37
,,28,2.0407,2.80
,,29,2.1354,2.98
,Aug,01,1.7515,2.72
,,02,1.6888,2.66
,,03,1.3720,2.37
,,04,1.3522,2.35
,,05,1.8269,2.75
,,08,1.7915,2.68
,,10,1.4935,2.35
,,11,1.7252,2.58
,,12,1.7601,2.79
,,15,1.9250,2.77
,,16,1.9116,2.81
,,17,1.9236,2.85
,,18,1.9402,2.88
,,19,2.2400,2.98
,,22,2.2324,3.04
,,23,2.0993,3.01
,,24,2.0684,2.99
,,25,1.8673,2.77
,,26,2.0088,2.85
,,29,2.0025,2.88
,,30,2.3441,3.03
,,31,2.3098,3.15
,Sep,01,2.1288,3.05
,,02,2.0446,3.12
,,05,2.1529,3.09
,,06,2.1205,3.04
,,07,2.1104,3.03
,,08,2.1779,3.03
,,09,2.3502,3.04
,,12,2.3312,3.04
,,13,2.1991,3.04
,,14,1.8883,2.85
,,15,1.7246,2.70
,,16,1.8667,2.73
,,19,1.7493,2.72
,,20,1.6736,2.62
,,21,1.6232,2.58
,,22,1.9389,2.86
,,23,2.4129,3.27
,,26,2.5312,3.68
,,27,2.7578,4.25
,,28,2.7431,4.78
,,29,3.8935,5.20
,,30,4.3916,5.69
,Oct,03,3.3298,4.65
,,04,3.4719,4.53
,,05,3.0171,4.30
,,06,3.0510,4.12
,,07,3.3825,4.28
,,10,2.9205,4.12
,,11,3.3732,4.16
,,12,2.8295,3.91
,,13,3.3484,4.24
,,14,3.1934,4.19
,,17,3.0285,3.96
,,18,3.1310,3.86
,,19,2.6315,3.82
,,20,3.1709,3.90
,,21,3.1748,4.11
,,25,2.8631,3.79
,,26,2.9027,3.66
,,27,2.8342,3.59
,,28,2.8441,3.59
,,31,2.8521,3.60
,Nov,01,2.5984,3.57
,,02,2.6474,3.50
,,03,2.6021,3.40
,,04,3.0022,3.70
,,07,2.8969,3.80
,,08,2.9901,3.89
,,09,2.9104,3.96
,,10,3.2670,4.26
,,11,3.3943,4.36
,,14,3.0921,4.03
,,15,2.9520,4.09
,,16,2.9029,4.05
,,17,3.2026,4.13
,,18,3.5309,4.37
,,21,3.7997,4.72
,,22,3.6666,4.78
,,23,3.5174,4.78
,,24,3.5447,4.81
,,25,3.6561,4.89
,,28,3.5562,4.77
,,29,3.7033,4.82
,,30,3.9119,4.74
,Dec,01,3.9219,4.75
,,02,4.0119,4.84
,,05,3.5244,4.83
,,06,3.4458,4.75
,,07,3.5036,4.54
,,08,3.2336,4.27
,,09,3.1336,4.17
,,12,2.5836,3.62
,,13,2.0537,3.26
,,14,1.6457,2.62
,,15,2.3600,3.06
,,16,2.3425,3.21
,,19,1.7577,2.77
,,20,1.7632,2.83
,,21,1.5529,2.66
,,22,1.6509,2.77
,,23,3.1332,3.89
,,27,1.8706,3.23
,,28,1.8126,3.13
,,29,1.6525,3.06
,,30,2.5293,3.87


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
2023,Jan,03,2.1567,3.71
,,04,2.4019,4.05
,,05,2.6482,4.14
,,06,3.1851,4.47
,,09,3.7433,4.68
,,10,3.4177,4.85
,,11,3.2209,4.63
,,12,3.3641,4.88
,,13,3.8002,4.82
,,16,3.4653,4.85
,,17,3.5570,4.85
,,18,3.6487,4.89
,,19,3.6037,4.78
,,20,3.5817,4.89
,,25,3.6014,4.69
,,26,3.5637,4.68
,,27,3.6736,4.66
,,30,3.8375,4.63
,,31,3.8693,4.64
,Feb,01,3.5675,4.54
,,02,3.5598,4.52
,,03,3.6127,4.51
,,06,3.4294,4.49
,,07,3.1180,4.41
,,08,3.1004,4.35
,,09,3.2456,4.38
,,10,3.6578,4.72
,,13,3.3393,4.61
,,14,3.2662,4.58
,,15,3.3614,4.53
,,16,3.5088,4.55
,,17,3.7467,4.66
,,20,3.4676,4.64
,,21,3.4653,4.57
,,22,3.4287,4.47
,,23,3.6511,4.50
,,24,3.8658,4.75
,,27,3.6984,4.58
,,28,3.4497,4.57
,Mar,01,3.5485,4.52
,,02,3.5808,4.66
,,03,3.6079,4.64
,,06,3.6300,4.57
,,07,3.4847,4.57
,,08,3.5667,4.54
,,09,3.5983,4.55
,,10,3.7610,4.60
,,13,3.7279,4.67
,,14,3.4985,4.69
,,15,3.3535,4.30
,,16,3.7938,4.51
,,17,3.8871,4.66
,,20,3.8396,4.67
,,21,3.8887,4.94
,,22,3.7178,4.74
,,23,4.0825,4.99
,,24,3.6203,4.71
,,27,3.5509,4.55
,,28,3.5253,4.57
,,29,3.8972,4.71
,,30,3.6343,4.61
,,31,3.5843,4.56
,Apr,03,3.3422,4.62
,,04,3.6018,4.62
,,05,3.4762,4.54
,,06,3.3721,4.48
,,10,3.1595,4.29
,,11,3.1852,4.25
,,12,3.2138,4.33
,,13,3.2688,4.35
,,14,3.3365,4.41
,,17,3.2875,4.36
,,18,3.2315,4.40
,,19,3.2868,4.42
,,20,3.4576,4.46
,,21,4.0783,4.85
,,24,3.9785,4.92
,,25,3.7480,4.80
,,26,3.6124,4.70
,,27,3.7753,4.76
,,28,3.7850,4.89
,May,02,3.7201,4.68
,,03,3.6183,4.55
,,04,3.2686,4.48
,,05,3.4138,4.40
,,08,3.4538,4.35
,,09,3.6652,4.40
,,10,3.4858,4.48
,,11,3.6210,4.36
,,12,3.3432,4.33
,,15,3.4448,4.35
,,16,3.5198,4.32
,,17,3.6927,4.38
,,18,3.6472,4.54
,,19,3.6100,4.52
,,22,3.8660,4.54
,,23,3.7272,4.50
,,24,3.6970,4.44
,,25,3.7343,4.44
,,26,3.7343,4.41
,,29,3.9963,4.47
,,30,3.9509,4.46
,,31,3.7241,4.51
,Jun,01,3.7514,4.48
,,05,3.8228,4.44
,,06,3.7959,4.49
,,07,3.8445,4.57
,,08,3.8997,4.55
,,09,4.0228,4.67
,,12,3.6227,4.53
,,13,3.5450,4.49
,,14,3.5059,4.39
,,15,3.6299,4.41
,,16,3.5952,4.49
,,19,3.6175,4.43
,,20,3.6691,4.38
,,21,3.5583,4.32
,,22,3.5825,4.26
,,23,3.7939,4.46
,,26,3.7922,4.67
,,27,3.7785,4.61
,,28,3.7918,4.68
,,30,4.0005,4.97
,Jul,03,3.8041,4.80
,,04,3.7885,4.72
,,05,3.7685,4.67
,,06,3.6540,4.60
,,07,3.7005,4.56
,,10,3.6100,4.52
,,11,3.6028,4.49
,,12,3.5373,4.42
,,13,3.5322,4.35
,,14,3.5201,4.36
,,17,3.5341,4.34
,,18,3.4553,4.32
,,19,3.5096,4.28
,,20,3.6125,4.30
,,21,3.7337,4.38
,,24,3.5374,4.30
,,25,3.4533,4.27
,,26,3.3329,4.17
,,27,3.4231,4.15
,,28,3.5264,4.18
,,31,3.5504,4.27
,Aug,01,3.3970,4.22
,,02,3.4463,4.18
,,03,3.5065,4.25
,,04,3.7677,4.30
,,07,3.8511,4.40
,,08,3.6903,4.47
,,10,3.5378,4.37
,,11,3.6165,4.36
,,14,3.4924,4.32
,,15,3.5476,4.27
,,16,3.6183,4.26
,,17,3.7727,4.33
,,18,3.9062,4.69
,,21,3.5937,4.39
,,22,3.6354,4.33
,,23,3.6807,4.36
,,24,3.5891,4.41
,,25,3.6314,4.46
,,28,3.6930,4.44
,,29,3.8150,4.56
,,30,3.7085,4.48
,,31,3.7781,4.53
,Sep,04,3.8411,4.49
,,05,3.8061,4.41
,,06,3.7056,4.51
,,07,3.6811,4.43
,,08,3.9914,4.59
,,11,3.8216,4.53
,,12,3.7478,4.49
,,13,3.7128,4.46
,,14,3.6978,4.43
,,15,3.8093,4.46
,,18,3.7053,4.43
,,19,3.5931,4.35
,,20,3.7076,4.42
,,21,3.5683,4.34
,,22,3.7610,4.53
,,25,3.7721,4.57
,,26,3.8579,4.64
,,27,3.7232,4.62
,,28,3.6232,4.51
,,29,3.8245,4.86
,Oct,02,3.6550,4.59
,,03,3.5858,4.51
,,04,3.5954,4.48
,,05,3.6268,4.58
,,06,3.8967,4.64
,,09,3.7546,4.59
,,10,3.6676,4.59
,,11,3.6356,4.59
,,12,3.6617,4.58
,,13,3.7716,4.63
,,16,3.7366,4.55
,,17,3.7983,4.54
,,18,3.7574,4.52
,,19,3.7461,4.50
,,20,3.9248,4.58
,,23,3.8445,4.55
,,24,3.7258,4.50
,,25,3.7383,4.48
,,26,3.7830,4.48
,,27,3.7298,4.46
,,30,3.8249,4.49
,,31,3.6904,4.49
,Nov,01,3.6569,4.45
,,02,3.6776,4.47
,,03,3.7710,4.51
,,06,3.6121,4.45
,,07,3.5604,4.45
,,08,3.4040,4.41
,,09,3.4926,4.41
,,10,3.6321,4.40
,,14,3.6022,4.42
,,15,3.6372,4.41
,,16,3.6444,4.39
,,17,3.8431,4.42
,,20,3.6665,4.40
,,21,3.7497,4.46
,,22,3.6238,4.47
,,23,3.6811,4.43
,,24,3.6122,4.43
,,27,3.6549,4.40
,,28,3.4799,4.38
,,29,3.5107,4.38
,,30,3.6592,4.37
,Dec,01,3.6823,4.39
,,04,3.6984,4.39
,,05,3.7290,4.52
,,06,3.7354,4.50
,,07,3.9062,4.51
,,08,3.8994,4.48
,,11,3.8467,4.63
,,12,3.9311,4.67
,,13,4.0103,4.72
,,14,3.7911,4.63
,,15,3.7269,4.50
,,18,3.6867,4.44
,,19,3.5700,4.39
,,20,3.4412,4.33
,,21,3.3632,4.21
,,22,3.4044,4.18
,,26,3.4443,4.21
,,27,3.2489,4.20
,,28,3.2630,4.13
,,29,3.6235,5.05


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
2024,Jan,02,3.6063,5.01
,,03,3.8177,5.04
,,04,3.8218,5.02
,,05,3.7342,4.95
,,08,3.8194,4.81
,,09,3.7684,4.67
,,10,3.7393,4.57
,,11,3.7931,4.53
,,12,3.7435,4.47
,,15,3.5779,4.35
,,16,3.6456,4.37
,,17,3.6089,4.35
,,18,3.5362,4.29
,,19,3.4333,4.21
,,22,3.5474,4.26
,,23,3.5043,4.21
,,24,3.4113,4.20
,,25,3.5469,4.17
,,26,3.5205,4.16
,,29,3.5140,4.24
,,30,3.4763,4.23
,,31,3.4844,4.25
,Feb,01,3.4330,4.27
,,02,3.4949,4.21
,,05,3.5972,4.26
,,06,3.6389,4.30
,,07,3.5840,4.30
,,08,3.3865,4.24
,,09,3.4874,4.26
,,13,3.3581,4.32
,,14,3.5172,4.35
,,15,3.6948,4.36
,,16,3.7765,4.41
,,19,3.8169,4.53
,,20,3.7518,4.56
,,21,3.5929,4.45
,,22,3.7262,4.50
,,23,3.8327,4.48
,,26,3.7501,4.53
,,27,3.7121,4.56
,,28,3.7844,4.55
,,29,3.7464,4.54
,Mar,01,3.7769,4.51
,,04,3.6105,4.46
,,05,3.6054,4.47
,,06,3.5966,4.47
,,07,3.6260,4.47
,,08,3.6514,4.46
,,11,3.4967,4.39
,,12,3.4354,4.38
,,13,3.3928,4.37
,,14,3.4937,4.50
,,15,3.5678,4.77
,,18,3.7955,4.98
,,19,3.8841,5.09
,,20,3.8542,5.20
,,21,3.9588,5.28
,,22,4.2656,5.44
,,25,4.0357,5.31
,,26,3.9530,5.10
,,27,3.8954,4.92
,,28,3.6851,4.90
,Apr,01,3.7000,4.56
,,02,3.6119,4.52
,,03,3.5062,4.51
,,04,3.5261,4.49
,,05,3.4176,4.45
,,08,3.3676,4.35
,,09,3.4145,4.44
,,11,3.3997,4.46
,,12,3.4699,4.44
,,15,3.4112,4.43
,,16,3.4259,4.40
,,17,3.3029,4.38
,,18,3.4439,4.36
,,19,3.6491,4.41
,,22,3.6084,4.36
,,23,3.5612,4.36
,,24,3.5281,4.33
,,25,3.5870,4.31
,,26,3.6559,4.31
,,29,3.5085,4.34
,,30,3.5066,4.41
,May,02,3.6458,4.43
,,03,3.7521,4.47
,,06,3.7687,4.46
,,07,3.8329,4.46
,,08,3.9685,4.54
,,09,3.9447,4.55
,,10,4.0076,4.61
,,13,3.7153,4.55
,,14,3.6486,4.46
,,15,3.6090,4.45
,,16,3.5697,4.40
,,17,3.5899,4.39
,,20,3.5778,4.38
,,21,3.4585,4.37
,,23,3.5511,4.36
,,24,3.6756,4.34
,,27,3.6622,4.35
,,28,3.5476,4.35
,,29,3.5409,4.33
,,30,3.5289,4.34
,,31,3.5222,4.35
,Jun,03,3.8181,4.41
,,04,3.8127,4.57
,,05,3.8523,4.53
,,06,3.6378,4.45
,,07,3.8491,4.47
,,10,3.5940,4.41
,,11,3.5291,4.37
,,12,3.6312,4.33
,,13,3.6365,4.31
,,14,3.7736,4.36
,,18,3.6929,4.35
,,19,3.7020,4.37
,,20,3.5845,4.36
,,21,3.6371,4.35
,,24,3.6709,4.36
,,25,3.5650,4.33
,,26,3.5992,4.29
,,27,3.4460,4.26
,,28,3.4325,4.40
,Jul,01,3.4205,4.40
,,02,3.4141,4.40
,,03,3.4709,4.38
,,04,3.4839,4.41
,,05,3.5261,4.40
,,08,3.4634,4.41
,,09,3.4019,4.42
,,10,3.4975,4.43
,,11,3.4685,4.44
,,12,3.5537,4.44
,,15,3.5134,4.45
,,16,3.5137,4.42
,,17,3.5413,4.43
,,18,3.5399,4.43
,,19,3.5864,4.43
,,22,3.5679,4.42
,,23,3.5239,4.42
,,24,3.5458,4.41
,,25,3.6271,4.41
,,26,3.6541,4.40
,,29,3.5438,4.40
,,30,3.4769,4.39
,,31,3.4336,4.41
,Aug,01,3.5377,4.51
,,02,3.5838,4.51
,,05,3.6111,4.48
,,06,3.5735,4.50
,,07,3.6052,4.50
,,08,3.5987,4.49
,,12,3.6452,4.46
,,13,3.6717,4.44
,,14,3.6119,4.40
,,15,3.5144,4.35
,,16,3.5236,4.30
,,19,3.5471,4.28
,,20,3.3436,4.22
,,21,3.1973,4.10
,,22,3.1962,4.07
,,23,3.2314,4.16
,,26,3.2189,4.16
,,27,3.3159,4.22
,,28,3.3554,4.29
,,29,3.4319,4.29
,,30,3.5355,4.52
,Sep,02,3.4466,4.83
,,03,3.5593,4.71
,,04,3.4622,4.56
,,05,3.4824,4.57
,,06,3.5859,4.53
,,09,3.5167,4.49
,,10,3.4959,4.47
,,11,3.5352,4.46
,,12,3.5177,4.45
,,13,3.5423,4.45
,,16,3.5427,4.39
,,17,3.4455,4.34
,,18,3.4316,4.28
,,19,3.1089,4.08
,,20,3.2039,4.00
,,23,3.1178,3.98
,,24,3.1350,4.00
,,25,3.1705,4.02
,,26,3.4135,4.07
,,27,3.3108,4.35
,,30,3.8808,4.92
,Oct,01,3.7299,4.64
,,02,3.6048,4.48
,,03,3.5946,4.33
,,04,3.5514,4.31
,,07,3.5015,4.28
,,08,3.3875,4.15
,,09,3.3049,4.03
,,10,3.1077,3.93
,,11,3.0977,3.89
,,14,3.0846,3.81
,,15,3.0314,3.79
,,16,2.9091,3.75
,,17,2.8903,3.70
,,18,2.9784,3.66
,,21,3.0642,3.65
,,22,3.1267,3.72
,,23,3.0662,3.71
,,24,2.9470,3.64
,,25,3.0313,3.65
,,28,3.0666,3.63
,,29,3.0955,3.61
,,30,3.1559,3.73
,Nov,01,3.2321,3.83
,,04,2.9891,3.81
,,05,2.9118,3.77
,,06,2.8566,3.67
,,07,2.9347,3.64
,,08,3.1044,3.65
,,11,3.1304,3.66
,,12,3.0749,3.65
,,13,2.9600,3.62
,,14,2.8989,3.60
,,15,2.9008,3.57
,,18,3.1312,3.54
,,19,3.0600,3.65
,,20,2.9428,3.59
,,21,2.7615,3.52
,,22,3.0980,3.57
,,25,3.0618,3.59
,,26,2.9033,3.60
,,27,2.7870,3.60
,,28,2.7450,3.52
,,29,3.0839,3.72
,Dec,02,2.9528,3.65
,,03,3.0756,3.68
,,04,3.0051,3.70
,,05,2.7668,3.61
,,06,2.8852,3.66
,,09,3.1885,3.72
,,10,3.1129,3.84
,,11,3.0721,3.77
,,12,3.1825,3.75
,,13,3.2537,3.86
,,16,3.1506,3.82
,,17,3.0547,3.84
,,18,2.9769,3.80
,,19,2.9893,3.72
,,20,3.2300,3.93
,,23,2.7620,3.70
,,24,2.7495,3.58
,,26,2.5512,3.50
,,27,2.5613,3.48
,,30,2.3115,3.19
,,31,2.1123,3.21


End of Period / SORA Value Date,,,Singapore Overnight Rate Average,SF Borrowing Rate
2025,Jan,02,2.5211,3.28
,,03,2.7573,3.39
,,06,2.8352,3.50
,,07,2.7815,3.47
,,08,2.8385,3.44
,,09,2.8980,3.48
,,10,3.1047,3.59
,,13,2.9332,3.51
,,14,2.9314,3.50
,,15,2.8138,3.46
,,16,2.4647,3.29
,,17,2.2492,3.14
,,20,2.2516,3.08
,,21,2.4850,3.12
,,22,2.5852,3.19
,,23,3.0238,3.38
,,24,3.0743,3.56
,,27,2.9786,3.54
,,28,3.1283,3.57
,,31,2.6325,3.48
,Feb,03,2.6510,3.44
,,04,2.6168,3.43
,,05,2.3766,3.31
,,06,2.4847,3.28
,,07,2.5170,3.23
,,10,2.5438,3.25
,,11,2.4561,3.22
,,12,2.5042,3.19
,,13,2.5008,3.18
,,14,2.4130,3.15
,,17,2.3114,3.12
,,18,2.5261,3.18
,,19,2.4639,3.16
,,20,2.4630,3.14
,,21,2.3548,3.12
,,24,2.2661,3.11
,,25,2.4175,3.05
,,26,2.3922,3.04
,,27,2.6412,3.03
,,28,2.4846,3.03
,Mar,03,2.3344,3.18
,,04,2.2903,3.14
,,05,2.3176,3.08
,,06,2.3425,3.04
,,07,2.1455,2.97
,,10,2.1148,2.92
,,11,2.1251,2.86
,,12,2.0822,2.83
,,13,2.2434,2.87
,,14,2.3683,2.97
,,17,2.3416,3.01
,,18,2.4421,3.02
,,19,2.4428,3.01
,,20,2.4805,3.11
,,21,2.6484,3.19
,,24,2.7645,3.27
,,25,2.9409,3.45
,,26,2.9829,3.56
,,27,2.3592,3.16
,,28,2.1392,3.09
,Apr,01,2.0073,2.82
,,02,2.1983,2.90
,,03,2.2206,2.92
,,04,2.3164,2.96
,,07,2.5884,3.16
,,08,2.3872,3.03
,,09,2.3326,2.98
,,10,2.3009,2.95
,,11,2.3021,2.95
,,14,2.2749,2.92
,,15,2.2840,2.92
,,16,2.2553,2.94
,,17,2.1960,2.90
,,21,2.1530,2.89
,,22,2.1405,2.89
,,23,2.1801,2.89
,,24,2.1602,2.89
,,25,2.1066,2.87
,,28,2.1769,2.87
,,29,2.1740,2.87
,,30,2.1673,2.87
,May,02,2.2953,2.88
,,05,2.2720,2.88
,,06,2.2252,2.88
,,07,2.1160,2.88
,,08,2.1975,2.85
,,09,2.2665,2.85
,,13,2.3946,2.89
,,14,2.1883,2.89
,,15,2.1552,2.85
,,16,2.1210,2.83
,,19,2.1770,2.81
,,20,2.1250,2.80
,,21,2.1033,2.79
,,22,2.1348,2.77
,,23,2.2538,2.79
,,26,2.0800,2.79
,,27,2.1518,2.78
,,28,2.1189,2.78
,,29,2.1111,2.78
,,30,2.1001,2.78
,Jun,02,2.1229,2.76
,,03,1.8245,2.70
,,04,1.5620,2.49
,,05,1.4568,2.24
,,06,1.4724,2.24
,,09,1.5092,2.20
,,10,1.7832,2.47
,,11,1.8919,2.57
,,12,1.7439,2.47
,,13,1.7531,2.44
,,16,1.7685,2.41
,,17,1.6644,2.36
,,18,1.8111,2.33
,,19,1.7594,2.37
,,20,1.7930,2.18
,,23,1.6795,2.31
,,24,1.6785,2.31
,,25,1.7466,2.30
,,26,1.8108,2.29
,,27,1.6345,2.23
,,30,1.5598,2.19
,Jul,01,1.4297,2.17
,,02,1.4954,2.19
,,03,1.5695,2.23
,,04,1.4896,2.21
,,07,1.5986,2.20
,,08,1.6566,2.19
,,09,1.6217,2.20
,,10,1.6104,2.18
,,11,1.7048,2.21
,,14,1.6642,2.23
,,15,1.5284,2.21
,,16,1.5451,2.15
,,17,1.3029,1.99
,,18,1.3181,1.95
,,21,1.2996,1.98
,,22,1.4564,2.18
,,23,1.8136,2.25
,,24,1.9165,2.46
,,25,1.8852,2.48
,,28,1.7849,2.35
,,29,1.8668,2.31
,,30,1.8246,2.29
,,31,1.7516,2.25
,Aug,01,1.5817,2.20
,,04,1.6645,2.19
,,05,1.6922,2.29
,,06,1.6030,2.26
,,07,1.6337,2.21
,,08,1.6067,2.19
